question,engaging
where exactly does the city happen to be located at?,1
why do these people like to have this graduation party?,1
"have you graduated from high school, or college, yet?",1
have you ever participated in this party in your home?,1
why do these people like to attend this party?,1
why do these people like to attend this marriage function?,1
what is that dream wedding that you always think about?,1
how many people do you see singing the song?,1
what kind of musical instruments are they playing?,1
have you ever been to a macy's parade?,1
do you dress up when you go to parades?,1
why do these people like to join this function?,1
did you cut the cake at your wedding?,1
how to arrange the paintings in the room?,1
do you have pictures and letters from your ancestors?,1
what do the carved feet mean about the town?,1
where is this treasure hidden in the world?,1
what is your favorite food to buy at a market?,1
what is the name of this high end shopping plaza that sells those cakes?,1
why do these people like to attend this type of party?,1
is there the girls eating something with spoon?,1
which place have you ever dreamt of visiting in the far east part of the world?,1
what do the chinese inscriptions say that are in front of the huts?,1
have you ever stained a glass window?,1
have you ever visited a church with beautiful stained glass windows?,1
which kind memory gives the paper cranes?,1
which kind of paper crane is making the old lady?,1
how many people do you see in the party?,1
did the people make their own costumes or was it bought?,1
why did these people vacate their house?,1
when you move do you hire a moving crew?,1
what's your favorite vegetable to snack on?,1
how many cameras do you see there?,1
do you think swimming is a hard sport?,1
was there a time limit that this swimmer had to beat in this competition?,1
how can she sleep through all this?,1
do you like to play with babies ?,1
what would you like to wear for a photo?,1
do you prefer black and white photos or color?,1
do you think this boy is enjoying his birthday?,1
do you like the yellow or green balloons best?,1
what would you buy for your kids birthday party?,1
why doesn't their son show his happiness on his face?,1
do people like parties especially birthday parties to have fun and feel fulfilled ?,1
can you remember your birthday celebration with your family?,1
is the child's parent deployed in the military and therefore unable to be present at the celebration?,1
